Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
S;RS;SANTA MARIA;JONAS F. TABORDA & JONAS F. T. JUNIOR LTDA; 13.729.556/0001-65;ESTRADA BR 392;2755;;VILA TOMAZETTI;97070-160;GLP;06/08/2025;112,00;;R$ / 13 kg;COPA ENERGIA
CO;DF;BRASILIA;HA DE PAULA COMERCIO DE GAS LTDA; 17.409.212/0001-20;QUADRA QNM 5 CONJUNTO H LOTE;3;;CEILANDIA SUL (CEILANDIA);72215-056;GLP;06/08/2025;102,00;;R$ / 13 kg;BRANCA
NE;PE;PETROLINA;DIEGO DE LIMA LEAL EIRELI - ME; 17.277.992/0001-00;AV. MARIO RODRIGUES COELHO;670;QUADRA 4  LOTE 3;COHAB MASSANGANO;56310-780;GLP;07/08/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;CUIABA;U F CASSIANO; 14.319.240/0001-68;RUA PROFESSORA ALICE FREIRE SILVA;13;QUADRA105                       CPA II;MORADA DA SERRA;78055-534;GLP;05/08/2025;95,79;;R$ / 13 kg;FOGAS
SE;MG;BELO HORIZONTE;FERNANDO DO GAS LTDA; 15.527.551/0001-85;AVENIDA SERRANA;730;"CASA;";ITATIAIA;31360-270;GLP;05/08/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;RONDONOPOLIS;AUTO POSTO FERNANDO CORREA DA COSTA LTDA; 15.782.755/0001-62;RUA FERNANDO CORREA DA COSTA;873;;VILA AURORA I PARTE;78740-000;GLP;07/08/2025;130,00;;R$ / 13 kg;COPA ENERGIA
S;RS;PORTO ALEGRE;SANTA ANA COMERCIO DE GAS LTDA; 17.257.789/0001-63;RUA CRUZEIRO DO SUL;1925;;SANTA TERESA;90840-000;GLP;08/08/2025;120,00;;R$ / 13 kg;LIQUIGÁS
NE;MA;IMPERATRIZ;LUIS JAILSON ABREU DA SILVA; 17.255.772/0001-77;RUA PIAUI;1416;;BACURI;65916-113;GLP;04/08/2025;114,99;;R$ / 13 kg;BAHIANA
S;SC;FLORIANOPOLIS;MAGALHÃES & DIAS COMERCIO LTDA - EPP; 18.226.372/0001-04;RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAGA;2316;;RIO TAVARES;88048-301;GLP;05/08/2025;129,00;;R$ / 13 kg;ULTRAGAZ
NE;AL;MACEIO;ALESSANDRO DOS SANTOS 02075639426; 11.906.414/0001-09;AVENIDA   MONTE CASTELO;120;;VERGEL DO LAGO;57015-130;GLP;06/08/2025;105,00;;R$ / 13 kg;BAHIANA
SE;ES;VILA VELHA;PRA COMERCIO LTDA - ME; 17.473.955/0001-69;RUA   DEZENOVE;23;;COCAL;29105-690;GLP;06/08/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;GASBOM PARAPUA COMERCIO DE GAS LTDA; 14.871.756/0001-10;RUA PARAPUA;1961;;BRASILANDIA;02831-001;GLP;07/08/2025;104,99;;R$ / 13 kg;CONSIGAZ
S;SC;JOINVILLE;EVALDO APARECIDO RODRIGUES; 17.046.697/0001-34;RUA GUANABARA;2720;;FATIMA;89229-112;GLP;04/08/2025;120,00;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;F DE OLIVEIRA SILVA COMERCIO - ME; 15.384.271/0001-65;RUA   CORIOLANO MILHOMEM;430;;CENTRO;65900-330;GLP;04/08/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;M. A. DOS SANTOS COMERCIO DE GAS E BEBIDAS - ME.; 18.518.125/0001-73;RUA FERNANDO DE NORONHA;1271;COMERCIO 01;SANTA CANDIDA;82640-350;GLP;04/08/2025;100,00;;R$ / 13 kg;LIQUIGÁS
NE;MA;IMPERATRIZ;JOSE DAMACENA RIBEIRO; 17.403.173/0001-53;AVENIDA RIO XINGU;200;LETRA A;PARQUE AMAZONAS;65900-970;GLP;04/08/2025;120,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;GASBOM CALDEIRA FILHO COMERCIO DE GAS LTDA.; 15.500.662/0001-06;RUA CARLOS CALDEIRA FILHO;S/Nº;LT. 1 A 5 QD. 9;JD. SÃO JANUÁRIO;05335-120;GLP;06/08/2025;114,99;;R$ / 13 kg;CONSIGAZ
CO;MT;RONDONOPOLIS;SEVERINO JOAO DA SILVA; 05.731.913/0001-00;RUA GAL MASCARENHAS DE MORAES;169;LOTE  13/14               QUADRA3;VILA MARILEY;78705-268;GLP;07/08/2025;130,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;GASBOM CURSINO II COMERCIO DE GAS LTDA; 14.569.177/0001-18;RUA BRIGADEIRO AMILCAR VELOSO PEDERNEIRAS;863;JARDIM YARA;SAUDE;04173-000;GLP;04/08/2025;109,99;;R$ / 13 kg;CONSIGAZ
S;PR;CURITIBA;FONTANA COMERCIO DE BEBIDAS E GAS LTDA; 14.412.637/0001-08;RUA FERNANDO DE NORONHA;1181;;BOA VISTA;82650-145;GLP;04/08/2025;98,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;MONTES CLAROS;NORTE GAS COMERCIAL LTDA; 19.035.859/0001-64;AVENIDA DOUTOR MARIO TOURINHO;3140;;SANTO AMARO;39403-355;GLP;05/08/2025;99,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RIO DE JANEIRO;REVENDEDOR DE GAS GUATEMALA LTDA; 11.730.506/0001-72;RUA CASCAIS;225;;PENHA CIRCULAR;21011-610;GLP;04/08/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;FOZ DO IGUACU;ROSELAINE APARECIDA DE SANTI MEDEIROS; 19.146.143/0001-34;RUA SAPUCAI;31;;VILA C;85870-090;GLP;04/08/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;A. B. DE ALMEIDA - VENDA DE GAS; 14.869.278/0001-04;AVENIDA ABILIO AUGUSTO TAVORA;2901;;JARDIM ALVORADA;26265-090;GLP;04/08/2025;120,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;MELHOR GAS COMERCIO DE GAS EIRELI; 19.355.910/0001-15;RUA VIRGILDASIO SENA;S/N;;BOCA DO RIO;41710-220;GLP;04/08/2025;130,00;;R$ / 13 kg;BAHIANA
CO;GO;ANAPOLIS;C A DUARTE - PANIFICADORA E PIZZARIA BELLO PAO; 12.583.305/0001-52;AVENIDA  DO PIRINEUS;S/N;QD. 12 LT. 26;PARQUE DOS PIRINEUS;75071-600;GLP;07/08/2025;110,00;;R$ / 13 kg;BRANCA
S;PR;PALOTINA;CHEGAZ COMERCIO DE GAS LTDA; 03.469.482/0037-22;AVENIDA INDEPENDENCIA;428;;CENTRO;85950-000;GLP;04/08/2025;115,00;;R$ / 13 kg;BRANCA
S;SC;BLUMENAU;BACK COMERCIO DE GAS LTDA; 19.382.013/0001-09;RUA AMAZONAS;1181;SALA  B;GARCIA;89020-001;GLP;04/08/2025;125,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;MACEIO;GLAUCIA ALBUQUERQUE CAVALCANTE EIRELI; 18.619.259/0001-80;AVENIDA CORONEL SALUSTIANO SARMENTO;319;;SAO JORGE;57045-061;GLP;06/08/2025;95,00;;R$ / 13 kg;BAHIANA
SE;SP;FRANCA;F. H. DE A. BOTELHO COMERCIO DE GAS LTDA; 19.541.744/0001-41;AVENIDA DOUTOR WILLIAM AZZUZ;6192;;RECREIO CAMPO BELO;14409-400;GLP;04/08/2025;104,99;;R$ / 13 kg;CONSIGAZ
CO;GO;ANAPOLIS;WELLINGTON ALVES MONTEIRO 73439690130; 18.957.503/0001-15;RUA   GOIANAPOLIS;S/N;QUADRA 45, LOTE 17, SALA 01;JARDIM ALEXANDRINA;75060-220;GLP;07/08/2025;110,00;;R$ / 13 kg;LIQUIGÁS
CO;MS;CAMPO GRANDE;AUTO POSTO SHIRAISHI CENTRO LTDA; 20.112.808/0001-78;RUA DOM AQUINO;1721;;CENTRO;79002-184;GLP;05/08/2025;95,00;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;MT;VARZEA GRANDE;ROSANA DE SOUZA ROCHA 00981268145; 19.299.187/0001-02;RUA PERNAMBUCO (LOT N V GRANDE);550;;CENTRO SUL;78135-595;GLP;06/08/2025;115,00;;R$ / 13 kg;BRANCA
S;RS;PELOTAS;GAS UNIAO COMERCIO VAREJISTA DE GLP LTDA; 17.414.792/0001-43;RUA PROFESSOR PAULO ZANOTTA DA CRUZ;738;CASA  02;FRAGATA;96050-000;GLP;05/08/2025;112,00;;R$ / 13 kg;COPA ENERGIA
SE;SP;RIBEIRAO PRETO;AUTO POSTO VIA BRASIL LTDA; 19.493.467/0001-49;AVENIDA BRASIL;1033;;VILA CARVALHO;14075-040;GLP;04/08/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AP;MACAPA;CHAMA AZUL LTDA; 13.251.303/0001-29;AVENIDA SEVERINO GOMES DE ALMEIDA;3119;;JARDIM FELICIDADE I;68909-833;GLP;04/08/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;VARZEA GRANDE;JOÃO FERREIRA BATISTA - ME; 15.772.561/0001-86;RUA DEPUTADO EMANUEL PINHEIRO;229;;CRISTO REI;78118-060;GLP;06/08/2025;125,00;;R$ / 13 kg;COPA ENERGIA
SE;MG;BELO HORIZONTE;JR GAS LTDA; 19.988.655/0001-48;RUA JOSE LINS DO REGO;937;;TUPI A;31842-350;GLP;04/08/2025;105,00;;R$ / 13 kg;BRANCA
SE;SP;FRANCA;GASBOM COMERCIO DE GAS LTDA; 18.331.428/0001-82;AVENIDA ELISA VERZOLA GOSUEN;1836;;PROLONGAMENTO VILA SANTA CRUZ;14403-605;GLP;04/08/2025;104,99;;R$ / 13 kg;COPA ENERGIA
CO;MS;CAMPO GRANDE;SATURNO COMERCIO DE GAS E TRANSPORTE RODOVIARIO LTDA; 17.982.627/0001-98;RUA PROFESSOR HENRIQUE CIRILO CORREA;445;;VILA MARLI;79117-250;GLP;05/08/2025;110,00;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;AGNALDO FREIRE DA CRUZ - ME; 20.120.214/0001-09;RUA FREI EUSTAQUIO;281;LETRA A;SAO JUDAS TADEU;39402-413;GLP;06/08/2025;104,99;;R$ / 13 kg;BRANCA
SE;ES;VILA VELHA;CLEBER DOS SANTOS ALMEIDA LTDA; 14.027.474/0001-31;AVENIDA JERONIMO MONTEIRO;1489;"LOJA: A;";GAROTO;29121-015;GLP;06/08/2025;97,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;APARECIDA DE GOIANIA;L B FERNANDES; 20.069.907/0001-14;AVENIDA MAJOR MANOEL AUGUSTO SILVA BRANDAO;SN;QD 73 LT 08;PARQUE VEIGA JARDIM;74954-410;GLP;04/08/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;MROZ DISTRIBUIDORA DE GAS E BEBIDAS LTDA; 20.249.806/0001-25;RUA RAPHAEL PAPA;1351;;JARDIM SOCIAL;82530-190;GLP;06/08/2025;115,00;;R$ / 13 kg;ULTRAGAZ
N;RR;BOA VISTA;TRAVASSO EMPREENDIMENTOS LTDA; 07.657.508/0001-06;AVENIDA PARIME BRASIL;1416;;CARANA;69313-625;GLP;04/08/2025;130,00;;R$ / 13 kg;AMAZONGÁS
CO;GO;ANAPOLIS;JOSEPH SAKR YOUSSEF KHOURI JUNIOR; 16.500.305/0001-00;RUA   BARTOLOMEU BUENO;109;QD: 08, LT: 02;VILA SANTA MARIA;75044-400;GLP;07/08/2025;110,00;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;AGUIA GAS E AGUA LTDA - ME; 20.531.319/0001-50;RUA DAMAS RIBEIRO;480;;ÁGUA BRANCA;32310-470;GLP;04/08/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MS;CAMPO GRANDE;V. R. COSTA ME; 20.114.628/0001-25;RUA SANTA  ROSA;19;;SANTA LUZIA;79116-664;GLP;05/08/2025;99,99;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;CARAIBAS COMERCIO E SERVIÇOS LTDA; 10.313.497/0001-51;AVENIDA   BERNARDO SAYÃO;814;;NOVA IMPERATRIZ;65907-000;GLP;04/08/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;PARANÁ NORTE GÁS LTDA - ME; 20.493.192/0001-22;RUA   ODY SILVEIRA;563;;ALTO DA BOA VISTA;86083-040;GLP;06/08/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;ES;VILA VELHA;S. SCARPIN GAS - ME; 20.284.903/0001-59;RUA  DA CAZOARINA;10;FUNDOS A;ARIBIRI;29120-080;GLP;06/08/2025;110,00;;R$ / 13 kg;BRANCA
SE;SP;SAO JOSE DOS CAMPOS;SOUSA E CUSTODIO COMERCIO DE GAS LTDA; 18.407.058/0001-10;RUA LUIZ GUSTAVO DE VASCONCELOS;81;;RESIDENCIAL BOSQUE DOS IPES;12236-872;GLP;06/08/2025;95,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;DISTRIBUIDORA DE GAS IRMAOS SILVA LTDA; 20.856.689/0001-68;RUA JOSE FELIX MARTINS;326;;MANTIQUEIRA;31660-100;GLP;04/08/2025;95,00;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;MT;VARZEA GRANDE;JOSEMIL SANTANA DE MORAIS ME; 18.847.154/0001-89;AVENIDA TRINTA E UM DE MARCO;2189;"QUADR 02; LOTE 09";CRISTO REI;78118-005;GLP;06/08/2025;115,00;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;G A S COMERCIO E TRANSPORTES LTDA; 21.145.299/0001-42;RUA APUIARES;300;;PARQUE XANGRI-LA;32186-340;GLP;04/08/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;MACEIO;INOVA COMERCIO DE GLP LTDA; 21.559.449/0001-64;AVENIDA JORGE BARROS;SN;"QUADRA: A5; LOTE: 12;";SANTA AMELIA;57063-000;GLP;06/08/2025;84,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;FRANCA;GUALBERTO, PEREIRA E SILVA LTDA - ME; 12.294.548/0001-70;RUA   JOSE CHRISTIANO DE ANDRADE;61;;JARDIM PAINEIRAS;14407-762;GLP;04/08/2025;104,99;;R$ / 13 kg;BRANCA
SE;SP;PIRACICABA;GEANNINI ESTHER VIEIRA DE OLIVEIRA; 13.221.198/0001-85;AVENIDA LUIZ RALF BENATTI;17;FUNDOS;VILA INDUSTRIAL;13412-248;GLP;04/08/2025;114,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;BAURU;VISTA ALEGRA BAURU COMERCIO DE GLP LTDA - ME; 19.921.482/0001-40;ALAMEDA DAS MAGNÓLIAS;45666;;PARQUE VISTA ALEGRE;17020-010;GLP;04/08/2025;105,00;;R$ / 13 kg;ULTRAGAZ
NE;MA;IMPERATRIZ;F. P DA COSTA COMERCIO; 20.922.705/0001-73;RUA   PERNAMBUCO;1175;;NOVA IMPERATRIZ;65907-270;GLP;04/08/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;LILIANA PENAFORT VASCONCELOS 78195470220; 18.144.977/0001-48;AVENIDA   7 DE MAIO;11;;SANTA ETELVINA;69059-140;GLP;05/08/2025;125,00;;R$ / 13 kg;AMAZONGÁS
SE;SP;CAMPINAS;CHIMBA COMERCIO DE GAS LTDA; 21.164.749/0001-44;AVENIDA PRESIDENTE JUSCELINO;2486;"LOTE: 47 QRAC-1 QT10867;";RESIDENCIAL PARQUE DA FAZENDA;13060-589;GLP;05/08/2025;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;GAS EXPRESS CURITIBA EIRELI - ME; 21.971.707/0001-15;RUA DOUTOR  HUGO DE BARROS;140;;JARDIM DAS AMERICAS;81530-220;GLP;06/08/2025;105,00;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;R.F. DOS S. RUFINO - ME; 11.586.594/0002-61;RUA ITATIAIA;8805;ESQ. COM RUA UNIÃO;SAO FRANCISCO;76813-244;GLP;05/08/2025;123,00;;R$ / 13 kg;FOGAS
NE;AL;MACEIO;JOÃO R DE SALES - ME; 21.287.612/0001-87;RUA DOUTOR JOSÉ AFFONSO DE FARIAS MELLO NETO;170;A;TABULEIRO DO MARTINS;57060-160;GLP;06/08/2025;89,99;;R$ / 13 kg;COPA ENERGIA
SE;SP;TAUBATE;ALAIDE DOS SANTOS VASCONCELLOS; 17.180.414/0001-42;RUA PROFESSORA ESCOLASTICA MARIA DE JESUS;692;;JD EULALIA;12091-050;GLP;04/08/2025;84,99;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;GÁS PAIS E FILHOS LTDA - ME; 21.985.535/0001-39;AVENIDA   INDEPENDENCIA;3840;;INDEPENDENCIA;39404-286;GLP;06/08/2025;115,00;;R$ / 13 kg;LIQUIGÁS
SE;MG;GOVERNADOR VALADARES;MARLON MOREIRA TECHIO; 15.131.151/0001-56;RUA PORTUGAL;200;;GRA-DUQUESA;35057-610;GLP;04/08/2025;125,00;;R$ / 13 kg;COPA ENERGIA
SE;SP;JUNDIAI;ALÔ GÁS COMÉRCIO DE GÁS E ÁGUA LTDA; 09.061.758/0001-04;AVENIDA SAO PAULO;842;;VILA ARENS II;13202-610;GLP;05/08/2025;105,99;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;L S COMERCIO E SERVICOS LTDA; 12.125.791/0004-08;AVENIDA LOURENCO VIEIRA DA SILVA;4;"QUADRA: 72; LOTE: 1 E 2;";JARDIM SAO CRISTOVAO;65055-310;GLP;07/08/2025;120,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SOROCABA;MARCIO PEREIRA LAMEU SOROCABA - ME; 08.768.157/0001-73;RUA   JOSE BENEDICTO MARTINS;15;QUADRA A LOTE 01;JARDIM SAO GUILHERME;18074-647;GLP;04/08/2025;109,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;SOLANGE SAKIMI SATO MATTOS - ME; 20.424.608/0001-50;RUA BARAO DO RIO BRANCO;1510;;VILA SANTA HELENA;19015-011;GLP;04/08/2025;118,00;;R$ / 13 kg;ULTRAGAZ
CO;GO;ANAPOLIS;ALINE PIRES CALASSA DUARTE 97157414104; 21.525.728/0001-07;AVENIDA  DO PIRINEUS;SN;QD: 12, LT: 24, SL 01;PARQUE DOS PIRINEUS;75071-600;GLP;07/08/2025;110,00;;R$ / 13 kg;LIQUIGÁS
SE;ES;SERRA;MESTRE ALVARO COMERCIO DE GAS LTDA; 22.391.208/0001-11;AVENIDA BRAUNA;S/N;;COLINA DE LARANJEIRAS;29167-124;GLP;04/08/2025;89,99;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;POSTO JOYCE III EIRELI - EPP; 22.684.788/0001-35;AVENIDA DOS FRANCESES;220;;TIRIRICAL;65036-284;GLP;07/08/2025;119,99;;R$ / 13 kg;LIQUIGÁS
S;PR;CURITIBA;EZEQUIAS SCHIMERSKI DOS SANTOS - ME; 22.859.604/0001-20;AVENIDA  DA INTEGRACAO;2224;CASA;BAIRRO ALTO;82840-290;GLP;06/08/2025;105,00;;R$ / 13 kg;LIQUIGÁS
SE;RJ;NOVA IGUACU;M.R. COMERCIO E TRANSPORTE DE GAS LTDA; 19.072.262/0001-90;AVENIDA ABILIO AUGUSTO TAVORA;978;LOJA   1;CENTRO;26255-155;GLP;04/08/2025;120,00;;R$ / 13 kg;BRANCA
NE;RN;NATAL;L.A LIMA DE OLIVEIRA - ME; 21.869.456/0001-62;AVENIDA PRUDENTE DE MORAIS;6576;;LAGOA NOVA;59064-630;GLP;04/08/2025;110,00;;R$ / 13 kg;MINASGAS
CO;MT;CUIABA;CENTRAL GAS - COMERCIO DE GAS E AGUA LTDA; 22.020.815/0001-75;RUA SAO BENEDITO;681;;LIXEIRA;78008-405;GLP;05/08/2025;110,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;ARARAQUARA;COMERCIO DE GLP E AGUA COYOTE LTDA; 18.706.981/0001-52;RUA MAURICIO GALLI;1472;;VILA SEDENHO;14806-155;GLP;06/08/2025;128,00;;R$ / 13 kg;ULTRAGAZ
S;SC;SAO JOSE;LEANDRO LEAL COMERCIO DE GAS E AGUA LTDA; 22.478.726/0001-77;RUA JOSE ANTONIO PEREIRA;SN;;IPIRANGA;88111-490;GLP;06/08/2025;120,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;CARLOS A. A. DE OLIVEIRA - ME; 20.459.249/0001-77;RUA   LAZARO ZAMENHOF;790;;SAN FERNANDO;86040-350;GLP;04/08/2025;110,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;JUIZ DE FORA;MENDES COMERCIO DE GAS E MERCEARIA LTDA; 22.908.881/0001-86;RUA MURIAE;240;LOTE  9                         QM;DEMOCRATA;36035-250;GLP;04/08/2025;98,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;LIMEIRA;JESSICA DELGADO; 23.094.334/0001-77;AVENIDA DOUTOR JOAO AMARAL GAMA;82;;JARDIM CAIEIRA;13483-225;GLP;07/08/2025;99,99;;R$ / 13 kg;ULTRAGAZ
NE;SE;ARACAJU;L & L GAS E AGUA LTDA - ME; 14.038.282/0001-20;RUA ADOZINDO DA COSTA PINTO;240;;INDUSTRIAL;49065-010;GLP;05/08/2025;110,00;;R$ / 13 kg;BAHIANA
CO;MS;CAMPO GRANDE;LUCCAS LOGAN ALVES SARUBBI MARIANO 00981094139; 19.922.261/0001-97;AVENIDA DA BANDEIRAS;2596;;JARDIM NHANHA;79081-310;GLP;05/08/2025;119,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;PIRACICABA;FELINTO ALVES DE FREITAS; 02.932.928/0002-10;RUA JULIO MESQUITA FILHO;130;;HIGIENOPOLIS;13424-130;GLP;04/08/2025;99,99;;R$ / 13 kg;CONSIGAZ
NE;PE;RECIFE;PEREIRA E CARVALHO DISTRIBUIDORA DE GAS E AGUA LTDA; 10.705.673/0001-09;RUA TAMOIOS;49;;SANTO AMARO;50100-420;GLP;08/08/2025;89,00;;R$ / 13 kg;BAHIANA
SE;SP;OSASCO;AUTO POSTO VISTA ALEGRE DE OSASCO LTDA; 23.085.420/0001-13;AVENIDA NOVO OSASCO;775;;BUSSOCABA;06056-010;GLP;05/08/2025;106,99;;R$ / 13 kg;CONSIGAZ
S;PR;FOZ DO IGUACU;RUBIS ALEXANDRE WEILER; 23.146.300/0001-89;RUA PROFETA  ELIAS;210;;JARDIM EVANGELICO;85870-590;GLP;04/08/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;MARINGA;HRA COMERCIO DE GAS LTDA - EPP; 23.531.126/0001-98;AVENIDA DOS PALMARES;1016;;JARDIM AMERICA;87045-290;GLP;05/08/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;CAMPOS DOS GOYTACAZES;CONEXAO COMERCIO DE GAS LTDA; 13.042.744/0003-82;RUA DOUTOR  SILVIO BASTOS TAVARES;183;187;PARQUE LEOPOLDINA;28051-250;GLP;08/08/2025;98,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;MARIANE OLIVEIRA DOS SANTOS 02953461914; 23.255.421/0001-69;AVENIDA ANITA GARIBALDI;4891;;BARREIRINHA;82220-000;GLP;04/08/2025;98,00;;R$ / 13 kg;BRANCA
NE;PE;RECIFE;J. G. COUTINHO DE ARAUJO - ME; 19.344.824/0001-07;RUA CONEGO OLIMPIO TORRES;63;;CAMPINA DO BARRETO;52121-050;GLP;08/08/2025;90,00;;R$ / 13 kg;LIQUIGÁS
NE;PB;JOAO PESSOA;RAMON DE LIMA SILVA; 19.686.653/0001-02;RUA DEPUTADO LUIZ CLEMENTINO DE OLIVEIRA;51;"LOJA: A;";JAGUARIBE;58015-600;GLP;04/08/2025;105,00;;R$ / 13 kg;BAHIANA
SE;SP;SAO JOSE DO RIO PRETO;JOSIANE BECARI VILA VERDE PEREIRA; 23.834.126/0001-67;RUA   MARIA LONGHI;328;;CONJUNTO HABITACIONAL SÃO DEOCLECIANO;15057-050;GLP;06/08/2025;120,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO CARLOS;DAIENE SUELEM MARTINS CARDOSO; 23.956.698/0001-19;AVENIDA ROMUALDO VILLANI;311;;JARDIM IPANEMA;13563-651;GLP;04/08/2025;130,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;AMERICANA;DULCE DIAS BALDO - ME; 03.497.440/0001-94;AVENIDA   CHALIL MIGUEL ONSI;310;;SÃO SEBASTIÃO;13476-040;GLP;05/08/2025;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;ES;VILA VELHA;KUSTER GAS LTDA - ME; 23.983.967/0001-36;RUA ARISTON FERNANDES DE ALMEIDA;8;;ATAÍDE;29119-042;GLP;06/08/2025;100,00;;R$ / 13 kg;BRANCA
SE;MG;GOVERNADOR VALADARES;FT COMERCIO DE GAS LTDA; 15.299.532/0001-49;AVENIDA ITALIA;286;;GRA-DUQUESA;35057-380;GLP;07/08/2025;110,00;;R$ / 13 kg;ULTRAGAZ
SE;MG;GOVERNADOR VALADARES;JUCILANE DE CASTRO LOPES COELHO; 21.700.171/0001-01;AV PADRE LEONARDO SENNE;364;FUNDOS;ALTINOPOLIS;35010-970;GLP;07/08/2025;125,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;AMERICANA;NACOES GAS LTDA; 22.471.085/0001-29;AVENIDA CANDIDO PORTINARI;680;;ANTONIO ZANAGA I;13474-590;GLP;05/08/2025;104,99;;R$ / 13 kg;CONSIGAZ
NE;MA;SAO LUIS;CARONE COMBUSTIVEIS LTDA; 23.037.695/0003-43;AVENIDA PRINCIPAL;2;POSTO;PARQUE AURORA;65051-843;GLP;07/08/2025;120,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;VARZEA GRANDE;JACQUELYNE TABORY ME; 18.005.248/0001-00;AVENIDA FILINTO MULLER;2187 A;;AGUA VERMELHA;78138-000;GLP;06/08/2025;105,00;;R$ / 13 kg;COPA ENERGIA
CO;MT;CUIABA;MAGNO CELSON PEREIRA DE SÁ; 20.844.701/0001-14;AV DAS FLORES;511;ESQ C R DAS ACACIAS;SÃO FRANCISCO;78088-720;GLP;05/08/2025;125,00;;R$ / 13 kg;COPA ENERGIA
SE;MG;JUIZ DE FORA;DISTRIBUIDORA DE GAS SASSA JR LTDA; 21.476.693/0001-63;RUA ANTONIO DE PAULA MENDES;310;;BANDEIRANTES;36047-080;GLP;04/08/2025;87,99;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;J BIRIBA COMERCIO E DISTRIBUIDORA DE GÁS E AGUA LTDA - ME; 21.009.687/0001-04;PRAÇA   LEONARDO DE BARROS CARVALHO;102;;VILA NHOCUNE;03559-090;GLP;04/08/2025;110,00;;R$ / 13 kg;LIQUIGÁS
SE;ES;VITORIA;CPC DISTRIBUIDORA DE GAS LTDA; 24.333.859/0001-80;RUA MARINS ALVARINO;544;LOJA  01;ITARARE;29047-660;GLP;06/08/2025;120,00;;R$ / 13 kg;ULTRAGAZ
